"Age","AttendedBootcamp","BootcampFinish","BootcampLoanYesNo","BootcampName","BootcampRecommend","ChildrenNumber","CityPopulation","CodeEventConferences","CodeEventDjangoGirls","CodeEventFCC","CodeEventGameJam","CodeEventGirlDev","CodeEventHackathons","CodeEventMeetup","CodeEventNodeSchool","CodeEventNone","CodeEventOther","CodeEventRailsBridge","CodeEventRailsGirls","CodeEventStartUpWknd","CodeEventWkdBootcamps","CodeEventWomenCode","CodeEventWorkshops","CommuteTime","CountryCitizen","CountryLive","EmploymentField","EmploymentFieldOther","EmploymentStatus","EmploymentStatusOther","ExpectedEarning","FinanciallySupporting","FirstDevJob","Gender","GenderOther","HasChildren","HasDebt","HasFinancialDependents","HasHighSpdInternet","HasHomeMortgage","HasServedInMilitary","HasStudentDebt","HomeMortgageOwe","HoursLearning","ID.x","ID.y","Income","IsEthnicMinority","IsReceiveDisabilitiesBenefits","IsSoftwareDev","IsUnderEmployed","JobApplyWhen","JobInterestBackEnd","JobInterestDataEngr","JobInterestDataSci","JobInterestDevOps","JobInterestFrontEnd","JobInterestFullStack","JobInterestGameDev","JobInterestInfoSec","JobInterestMobile","JobInterestOther","JobInterestProjMngr","JobInterestQAEngr","JobInterestUX","JobPref","JobRelocateYesNo","JobRoleInterest","JobWherePref","LanguageAtHome","MaritalStatus","MoneyForLearning","MonthsProgramming","NetworkID","Part1EndTime","Part1StartTime","Part2EndTime","Part2StartTime","PodcastChangeLog","PodcastCodeNewbie","PodcastCodePen","PodcastDevTea","PodcastDotNET","PodcastGiantRobots","PodcastJSAir","PodcastJSJabber","PodcastNone","PodcastOther","PodcastProgThrowdown","PodcastRubyRogues","PodcastSEDaily","PodcastSERadio","PodcastShopTalk","PodcastTalkPython","PodcastTheWebAhead","ResourceCodecademy","ResourceCodeWars","ResourceCoursera","ResourceCSS","ResourceEdX","ResourceEgghead","ResourceFCC","ResourceHackerRank","ResourceKA","ResourceLynda","ResourceMDN","ResourceOdinProj","ResourceOther","ResourcePluralSight","ResourceSkillcrush","ResourceSO","ResourceTreehouse","ResourceUdacity","ResourceUdemy","ResourceW3S","SchoolDegree","SchoolMajor","StudentDebtOwe","YouTubeCodeCourse","YouTubeCodingTrain","YouTubeCodingTut360","YouTubeComputerphile","YouTubeDerekBanas","YouTubeDevTips","YouTubeEngineeredTruth","YouTubeFCC","YouTubeFunFunFunction","YouTubeGoogleDev","YouTubeLearnCode","YouTubeLevelUpTuts","YouTubeMIT","YouTubeMozillaHacks","YouTubeOther","YouTubeSimplilearn","YouTubeTheNewBoston"
34,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","United States of America","United States of America","arts, entertainment, sports, or media",NA,"Employed for wages",NA,90000,NA,NA,"male",NA,NA,1,0,1,0,0,0,NA,50,"084df757cb08b75caa21ac8b4d9a72b7","c8047335696e6c4af3c38c00e15cbea0",24000,1,0,0,1,"Within 7 to 12 months",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"Full-Stack Web Developer","in an office with other developers","English","single, never married",0,2,"0a9d9acbc7",2017-03-10 03:51:17,"2017-03-10 03:46:18","2017-03-10 03:54:10",2017-03-10 03:51:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,"some college credit, no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
25,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"United States of America","United States of America",NA,NA,NA,NA,45000,NA,NA,"female",NA,NA,0,0,1,NA,0,NA,NA,6,"8b6eafb396e95da296dddc96e968ec81","c5bacb922034ab874524d201b40f80c4",NA,1,0,0,NA,"I haven't decided",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"work for a startup",1,"  Front-End Web Developer","no preference","English","single, never married",680,9,"41124e7cff",2017-03-10 03:51:35,"2017-03-10 03:48:09","2017-03-10 03:53:49",2017-03-10 03:51:42,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"associate's degree","Liberal Arts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
21,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","India","India","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"female",NA,NA,0,0,0,NA,0,NA,NA,2,"c5fb63e3a041cfe0ce5254c2f93aa5df","3ef46d4e9daa590f92534ec982f94199",NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gujarati","single, never married",0,9,"c31d7b8810",2017-03-10 03:51:47,"2017-03-10 03:49:15","2017-03-10 03:53:49",2017-03-10 03:51:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"bachelor's degree","Electrical and Electronics Engineering",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1
47,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 to 60 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,0,"male",NA,NA,1,0,1,1,0,0,400000,3,"dceabd6066584e318695edaed85ae930","4ee7715b9fb6122c11f0f1efa07ca211",80000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","married or domestic partnership",2000,120,"d21c8700f6",2017-03-10 03:52:08,"2017-03-10 03:48:50","2017-03-10 03:54:45",2017-03-10 03:52:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,"bachelor's degree","Drawing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than 15 minutes","Mexico","United States of America",NA,"warehouse","Employed for wages",NA,22000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,20,"e378bb09312089c2900c2f45c3d48b70","0ca99f38431078b434323d03520e19a4",34000,1,0,0,1,"I haven't decided",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"  DevOps / SysAdmin","in an office with other developers","Spanish","single, never married",0,1,"7d6cf564d1",2017-03-10 03:52:46,"2017-03-10 03:49:02","2017-03-10 03:55:29",2017-03-10 03:52:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"trade, technical, or vocational training",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","India",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,48,"1b2b28586654c7ca4ed8c20ba16cfe6c","41c98e59faeb4a1c7a202aa3ebee6c9f",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"Marathi","single, never married",765,18,"01fedacf70",2017-03-10 03:53:08,"2017-03-10 03:49:30","2017-03-10 03:55:20",2017-03-10 03:53:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"bachelor's degree","Computer Software Engineering",NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1
32,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","United States of America","United States of America","sales",NA,"Employed for wages",NA,50000,NA,NA,"male",NA,NA,1,0,1,1,0,0,140000,4,"8f461a0d152fef6bf905ff7009e6c08f","8fb7b6d481b360264e10aa7cbb53670d",49000,0,0,0,1,"more than 12 months from now",1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,"work for a nonprofit",1,"  Mobile Developer, Full-Stack Web Developer,   Front-End Web Developer,   DevOps / SysAdmin, Back-End Web Developer,   User Experience Designer","no preference","English","married or domestic partnership",0,4,"05cf2606f8",2017-03-10 03:53:22,"2017-03-10 03:49:35","2017-03-10 03:55:03",2017-03-10 03:53:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"some college credit, no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil","Brazil",NA,NA,"Not working but looking for work",NA,36000,0,NA,"male",NA,0,1,1,1,0,0,0,NA,10,"4b18e3ed91f4a7858c7d47928d1a0818","46dee4e7ade2d337961f838db6ff5b22",NA,0,0,0,NA,"Within the next 6 months",1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"work for a medium-sized company",NA,"  Mobile Developer, Back-End Web Developer,   Front-End Web Developer","from home","Portuguese","married or domestic partnership",NA,4,"7348f1b10e",2017-03-10 03:53:27,"2017-03-10 03:43:23","2017-03-10 03:55:51",2017-03-10 03:53:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"bachelor's degree","Management Information Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1,1,1,"Codesmith",1,NA,"more than 1 million",NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,110000,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,10,"4275f486c027876f139afae966eb589f","2da7535f59099351b2dfbc8ca7fc0719",NA,1,0,0,NA,"I'm already applying",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"Full-Stack Web Developer","in an office with other developers","English","single, never married",17000,7,"9b3ebf0d1e",2017-03-10 03:53:46,"2017-03-10 02:45:00","2017-03-10 03:55:22",2017-03-10 03:53:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,"bachelor's degree","Multimedia",20000,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,1,1,"The Iron Yard",0,NA,"between 100,000 and 1 million",1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"male",NA,NA,0,0,NA,NA,NA,NA,NA,10,"247710cfc433288ffbf9a64af7ddde85","d6a918983dc55043f8fdfb1aad36e468",NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","married or domestic partnership",240,34,"195dd9f842",2017-03-10 03:55:22,"2017-03-10 03:50:30","2017-03-10 03:56:41",2017-03-10 03:55:25,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,"YouTube",1,NA,1,1,NA,NA,1,"associate's degree",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
32,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","United States of America","United States of America","office and administrative support",NA,"Employed for wages",NA,35000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,20,"c933ad096824895c0bd51843fe053f09","07b8fa28b430e702b60dc7cea38c1248",36000,0,0,0,1,"Within the next 6 months",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a nonprofit",1,"Full-Stack Web Developer","no preference","English","married or domestic partnership",30,6,"60e940d3ea",2017-03-10 03:56:48,"2017-03-10 03:53:21","2017-03-10 03:59:20",2017-03-10 03:56:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,"master's degree (non-professional)","English",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","United States of America","United States of America","education",NA,"Employed for wages",NA,35000,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,5,"6c78ef2636bd6df00dd026978ea391c9","7eac49f79583ff52b6bc547658a81a39",21000,0,0,0,1,"more than 12 months from now",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"work for a nonprofit",NA,"Game Developer","from home","English","single, never married",750,24,"357d4ec945",2017-03-10 03:57:03,"2017-03-10 03:50:43","2017-03-10 04:00:56",2017-03-10 03:57:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"professional degree (MBA, MD, JD, etc.)","Elementary Education",5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
36,0,NA,NA,NA,NA,NA,"more than 1 million",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","Ukraine","Ukraine",NA,"translation","Self-employed freelancer",NA,60000,1,NA,"male",NA,0,0,1,1,NA,0,NA,NA,25,"1d05b155fb9ca2d25246a4d4815cbaca","f49fab1c7ec2489322c5bdf4518d15ae",24000,0,0,0,1,"I haven't decided",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a multinational corporation",1,"Full-Stack Web Developer","in an office with other developers","Russian","married or domestic partnership",500,24,"71d53c96c9",2017-03-10 03:58:09,"2017-03-10 03:54:48","2017-03-10 04:00:42",2017-03-10 03:58:13,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,1,1,1,1,"bachelor's degree","Linguistics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 to 60 minutes","United States of America","Taiwan","education",NA,"Employed for wages",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,20,"09d99286f43d5848790ea50b2cf04bb6","ace3b985ec2643fe253bbc26d04d69c2",28000,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"English","single, never married",100,2,"392ca3d503",2017-03-10 03:58:40,"2017-03-10 03:56:40","2017-03-10 04:00:28",2017-03-10 03:58:44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"master's degree (non-professional)","Education",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,50000,NA,NA,"female",NA,NA,0,0,1,NA,0,NA,NA,48,"37988938b85f502f892cee018aa9a78f","c90356243a0974f18a391ebb1592cf97",NA,0,0,0,NA,"more than 12 months from now",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"work for a medium-sized company",1,"  User Experience Designer","in an office with other developers","English","single, never married",100,48,"6770ed322d",2017-03-10 03:59:57,"2017-03-10 03:51:27","2017-03-10 04:01:37",2017-03-10 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"some college credit, no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than 15 minutes","United States of America","Guam","education",NA,"Employed for wages",NA,50000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,20,"484fbc5d11a82e4058de2aac6ecfea38","308c5c62d3de2566f55cb1a7f951c473",36000,1,0,0,0,"I'm already applying",1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"work for a medium-sized company",NA,"Information Security, Back-End Web Developer, Full-Stack Web Developer","from home","English","married or domestic partnership",100,6,"ebac798969",2017-03-10 04:00:25,"2017-03-10 03:43:15","2017-03-10 04:03:18",2017-03-10 04:00:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"bachelor's degree","English",40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"United States of America","United States of America",NA,NA,NA,"Not working about to enter bootcamp",50000,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,15,"ac0425cbf50a3f40e28755d2e2fb852a","c8dee0857368fddc95ea7b8e30ee4acf",NA,0,0,0,NA,"Within the next 6 months",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"  Front-End Web Developer","no preference","English","single, never married",300,12,"b9f48a79d9",2017-03-10 04:01:56,"2017-03-10 03:59:18","2017-03-10 04:03:33",2017-03-10 04:02:00,NA,1,NA,1,NA,NA,NA,1,NA,"Toolsday",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Wes Bos' courses",NA,NA,NA,NA,NA,NA,NA,"bachelor's degree","History",40000,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India","India",NA,NA,"Not working and not looking for work",NA,10000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,NA,"83457c1cc70a6c473e576f009f84a9a5","86250edc18a7a7cb137ac7d51cf8ac6a",NA,0,0,NA,NA,"more than 12 months from now",NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"work for a multinational corporation",0,"Full-Stack Web Developer,   Front-End Web Developer, Game Developer","no preference","Hindi","single, never married",0,1,"b317badf19",2017-03-10 04:02:03,"2017-03-10 03:59:49","2017-03-10 04:03:07",2017-03-10 04:02:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working and not looking for work",NA,60000,0,NA,"male",NA,1,1,1,0,1,1,0,40000,15,"990501072357b5f39b6086bb647a9484","c75d4d61bce26d6764b7712f87e9efa5",NA,0,0,0,NA,"Within 7 to 12 months",NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Data Engineer, Information Security,   Data Scientist,   DevOps / SysAdmin","from home","English","married or domestic partnership",300,4,"c9f610e1e5",2017-03-10 04:02:35,"2017-03-10 03:58:26","2017-03-10 04:04:51",2017-03-10 04:02:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"bachelor's degree","Cognitive Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA
25,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than 15 minutes","France","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,0,"male",NA,NA,0,0,0,NA,0,NA,NA,20,"d35a82b557f586f08909b10f823fd65e","483d02f14491359083111142926210a6",100000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French",NA,0,70,"43e54c129b",2017-03-10 04:02:48,"2017-03-10 04:00:33","2017-03-10 04:07:15",2017-03-10 04:03:01,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,"professional degree (MBA, MD, JD, etc.)","Computer Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
26,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","Algeria","Germany","architecture or physical engineering",NA,"Self-employed freelancer",NA,50000,0,NA,"male",NA,0,0,1,0,NA,0,NA,NA,25,"418fa186f4ca95983fc84b02ab6c40a2","b259138113cd8e9a42a77978f48e2440",20000,1,0,0,0,"Within 7 to 12 months",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a startup",NA,"Full-Stack Web Developer","from home","French","single, never married",0,12,"7bbbaa1630",2017-03-10 04:03:34,"2017-03-10 04:00:51","2017-03-10 04:06:50",2017-03-10 04:03:39,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"master's degree (non-professional)","Architecture",NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","architecture or physical engineering",NA,"Employed for wages",NA,70000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,3,"c2b24ae11c9e5fe21aaf198c2cb2082c","4c1103e97cac60b6a4799d7c222c1bac",67000,0,0,0,0,"I haven't decided",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"work for a medium-sized company",NA,"  Mobile Developer","from home","English","single, never married",0,60,"1ac5f31351",2017-03-10 04:03:56,"2017-03-10 04:02:07","2017-03-10 04:05:25",2017-03-10 04:03:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bachelor's degree","Mechanical Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working and not looking for work",NA,70000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,10,"5d6c929a4d80916a2b8ba936ea4c4fdd","89e821569599e5230632da9e0b8eb3fc",NA,0,0,0,NA,"more than 12 months from now",NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"work for a startup",1,"  Front-End Web Developer, Full-Stack Web Developer,   Mobile Developer","in an office with other developers","English","single, never married",20,14,"99f3796eb3",2017-03-10 04:06:28,"2017-03-10 04:04:36","2017-03-10 04:08:06",2017-03-10 04:06:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,"high school diploma or equivalent (GED)",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
