id,last,first,player_debut,mgr_debut,coach_debut,ump_debut
johnc103,"Johnson","Connie",04/17/1953,,,
johnd004,"Johnson","Dan",05/27/2005,,,
johnd002,"Johnson","Dane",05/30/1994,,04/06/2015,
johnd106,"Johnson","Darrell",04/20/1952,4/5/1974,04/12/1960,
johnd001,"Johnson","Dave",05/29/1987,,,
johnd104,"Johnson","Dave",07/02/1974,,,
johnd105,"Johnson","Davey",04/13/1965,4/2/1984,,
johnd801,"Johnson","Derek",,,04/04/2016,
johnd103,"Johnson","Deron",09/20/1960,,04/04/1979,
johnd102,"Johnson","Don",04/20/1947,,,
johnd101,"Johnson","Don",09/26/1943,,,
johne105,"Johnson","Earl",07/20/1940,,,
johne104,"Johnson","Ed",09/26/1920,,,
johne002,"Johnson","Elliot",04/05/2008,,,
johnw101,"Johnson","Ellis",09/22/1912,,,
johne103,"Johnson","Elmer",04/24/1914,,,
johne001,"Johnson","Erik",07/08/1993,,,
johne003,"Johnson","Erik",09/04/2013,,,
johne101,"Johnson","Ernie",04/28/1950,,,
johne102,"Johnson","Ernie",08/05/1912,,,
johnf102,"Johnson","Footer",06/15/1958,,,
johnf103,"Johnson","Frank",09/07/1966,,,
johnf101,"Johnson","Fred",09/27/1922,,,
johng001,"Johnson","Gary",04/26/2003,,,
johnh101,"Johnson","Hank",04/17/1925,,,
johnh001,"Johnson","Howard",04/14/1982,,04/01/2007,
johnj007,"Johnson","Jason",08/27/1997,,,
johnj004,"Johnson","Jeff",06/05/1991,,,
johnj104,"Johnson","Jerry",07/17/1968,,,
johnj105,"Johnson","Jim",04/13/1970,,,
johnj010,"Johnson","Jim",07/29/2006,,,
johnj102,"Johnson","Jing",06/27/1916,,,
johnj003,"Johnson","Joe",07/25/1985,,,
johnj001,"Johnson","John Henry",04/10/1978,,,
johnj103,"Johnson","Johnny",04/19/1944,,,
johnj008,"Johnson","Jonathan",09/27/1998,,,
johnj009,"Johnson","Josh",09/10/2005,,,
johnk002,"Johnson","Keith",04/17/2000,,,
johnk003,"Johnson","Kelly",05/29/2005,,,
johnk102,"Johnson","Ken",09/13/1958,,,
johnk101,"Johnson","Ken",09/18/1947,,,
johnk004,"Johnson","Kris",08/18/2013,,,
johnl101,"Johnson","Lamar",05/18/1974,,04/26/1995,
johnl001,"Johnson","Lance",07/10/1987,,,
johnl103,"Johnson","Larry",10/03/1972,,,
johnb106,"Johnson","Lefty",06/27/1884,,,
johnl102,"Johnson","Lloyd",04/21/1934,,,
johnl104,"Johnson","Lou",04/17/1960,,,
johnj101,"Johnson","Lou",09/11/1894,,,
johnm004,"Johnson","Mark",04/07/2000,,,
johnm001,"Johnson","Mark",04/26/1995,,,
johnm003,"Johnson","Mark",09/14/1998,,,
johnm901,"Johnson","Mark",,,,08/07/1979
johnm006,"Johnson","Micah",04/06/2015,,,
johnm002,"Johnson","Mike",04/06/1997,,,
johnm101,"Johnson","Mike",07/25/1974,,,
johnn001,"Johnson","Nick",08/21/2001,,,
johno101,"Johnson","Otis",04/12/1911,,,
johnp102,"Johnson","Paul",09/13/1920,,,
johnp001,"Johnson","Pierce",05/19/2017,,,
johnr001,"Johnson","Randy",04/27/1982,,,
johnr101,"Johnson","Randy",07/05/1980,,,
johnr005,"Johnson","Randy",09/15/1988,,,
johnr105,"Johnson","Rankin",04/17/1941,,,
johnr104,"Johnson","Rankin",04/20/1914,,,
johnr008,"Johnson","Reed",04/17/2003,,,
johnr009,"Johnson","Rob",09/04/2007,,,
johnr002,"Johnson","Ron",09/12/1982,,04/04/2010,
johnr004,"Johnson","Rondin",09/03/1986,,,
johnr007,"Johnson","Rontrez",03/31/2003,,,
johnr102,"Johnson","Roy",04/18/1929,,,
johnr003,"Johnson","Roy",07/03/1982,,,
johnr103,"Johnson","Roy",08/07/1918,5/3/1944,04/16/1935,
johnr006,"Johnson","Russ",04/08/1997,,,
johns103,"Johnson","Si",09/11/1928,,04/18/1949,
johns104,"Johnson","Spud",04/18/1889,,,
johns102,"Johnson","Stan",09/18/1960,,,
johns901,"Johnson","Steamboat",,,,04/26/1914
johns001,"Johnson","Steve",07/15/2012,,,
johns101,"Johnson","Syl",04/24/1922,,04/19/1937,05/04/1934
johnt102,"Johnson","Tim",04/24/1973,4/1/1998,04/05/1993,
johnt103,"Johnson","Tom",09/10/1974,,,
johnt101,"Johnson","Tony",09/27/1981,,,
johnt002,"Johnson","Tyler",09/06/2005,,,
johnv101,"Johnson","Vic",05/03/1944,,,
johnw001,"Johnson","Wallace",09/08/1981,,03/31/1998,
johnw102,"Johnson","Walter",08/02/1907,4/17/1929,,
johnc105,"Johnson","William",05/20/1871,,,
johny104,"Johnson","Youngy",04/29/1897,,,
johnc901,"Johnston","Charles",,,,04/14/1936
johnr106,"Johnston","Dick",08/12/1884,,,
johnd107,"Johnston","Doc",10/03/1909,,,
johnf104,"Johnston","Fred",06/29/1924,,,
johng101,"Johnston","Greg",07/27/1979,,,
johnj107,"Johnston","Jimmy",05/03/1911,,04/14/1931,
johnj005,"Johnston","Joel",09/05/1991,,,
johnj106,"Johnston","Johnny",04/10/1913,,,
johnm005,"Johnston","Mike",04/07/2004,,,
johnr107,"Johnston","Rex",04/15/1964,,,
johnj002,"Johnstone","Jay",07/30/1966,,,
johnj901,"Johnstone","Jim",,,,04/23/1902
johnj006,"Johnstone","John",09/03/1993,,,
joinr101,"Joiner","Roy",04/30/1934,,,
jok-s101,"Jok","Stan",04/13/1954,,,
jokie001,"Jokisch","Eric",09/07/2014,,,
jolls101,"Jolley","Smead",04/17/1930,,,
jolld101,"Jolly","Dave",05/09/1953,,,
jonea003,"Jones","Adam",07/14/2006,,,
jonea001,"Jones","Al",08/06/1983,,,
jonea102,"Jones","Alex",09/25/1889,,,
jonea002,"Jones","Andruw",08/15/1996,,,
jonea101,"Jones","Art",04/23/1932,,,
joneb002,"Jones","Barry",07/18/1986,,,
joneb101,"Jones","Bill",06/20/1911,,,
joneb102,"Jones","Bill",07/17/1884,,,
joneb104,"Jones","Binky",04/15/1924,,,
joneb103,"Jones","Bob",04/11/1917,,,
joneb001,"Jones","Bob",10/01/1974,,04/03/2000,
joneb901,"Jones","Bob",,,,04/07/1979
joneb004,"Jones","Bobby",05/18/1997,,,
joneb003,"Jones","Bobby",08/14/1993,,,
joneb005,"Jones","Brandon",09/16/2007,,,
joneb105,"Jones","Broadway",07/04/1923,,,
joneb106,"Jones","Bumpus",10/15/1892,,,
jonec003,"Jones","Calvin",06/14/1991,,,
jonec104,"Jones","Charley",05/04/1875,,,04/19/1890
jonec106,"Jones","Charlie",05/02/1901,,,
jonec105,"Jones","Charlie",06/28/1884,,,
jonec004,"Jones","Chipper",09/11/1993,,,
jonec002,"Jones","Chris",04/21/1991,,,
jonec001,"Jones","Chris",06/08/1985,,,
jonec103,"Jones","Clarence",04/20/1967,,04/09/1985,
jonec102,"Jones","Cleon",09/14/1963,,,
jonec101,"Jones","Cobe",09/27/1928,,,
jonec107,"Jones","Cowboy",06/24/1898,,,
joned106,"Jones","Dale",09/07/1941,,,
joned102,"Jones","Dalton",04/17/1964,,,
joned105,"Jones","Darryl",06/06/1979,,,
joned104,"Jones","Davy",09/15/1901,,,
joned002,"Jones","Dax",07/11/1996,,,
joned101,"Jones","Deacon",09/08/1962,,04/08/1976,
joned107,"Jones","Deacon",09/23/1916,,,
joned103,"Jones","Dick",09/11/1926,,,
joned001,"Jones","Doug",04/09/1982,,,
jonee102,"Jones","Earl",07/06/1945,,,
jonee101,"Jones","Elijah",04/13/1907,,,
jonef102,"Jones","Fielder",04/18/1896,6/6/1904,,
jonef101,"Jones","Frank",07/02/1884,,,
joneg002,"Jones","Garrett",05/15/2007,,,
joneg102,"Jones","Gary",09/25/1970,,,
joneg801,"Jones","Gary",,,04/01/1998,
joneg101,"Jones","Gordon",08/06/1954,,04/12/1966,
joneg001,"Jones","Greg",07/30/2003,,,
joneh103,"Jones","Hal",04/25/1961,,,
joneh102,"Jones","Henry",04/22/1890,,,
joneh104,"Jones","Henry",08/20/1884,,,05/28/1890
joneh101,"Jones","Howie",09/05/1921,,,
joneh001,"Jones","Hunter",04/20/2009,,,
jonej107,"Jones","Jack (DA)",07/09/1883,,,
jonej006,"Jones","JaCoby",08/30/2016,,,
jonej003,"Jones","Jacque",06/09/1999,,04/04/2016,
jonej106,"Jones","Jake",09/20/1941,,,
jonej005,"Jones","James",04/18/2014,,,
jonej004,"Jones","Jason",07/23/2003,,,
jonej101,"Jones","Jeff",04/04/1983,,,
jonej001,"Jones","Jeff",04/10/1980,,04/26/1995,
jonej105,"Jones","Jim",06/29/1897,,,
jonej901,"Jones","Jim",,,,04/20/1979
jonej002,"Jones","Jimmy",09/21/1986,,,
jonej801,"Jones","Joe",,,04/06/1987,
jonej103,"Jones","John",09/26/1923,,,
jonej104,"Jones","Johnny",04/24/1919,,,
jonek101,"Jones","Ken",05/19/1924,,,
jonel101,"Jones","Levin",05/14/1873,,,
jonel001,"Jones","Lynn",04/13/1979,,04/08/1991,
jonem102,"Jones","Mack",07/13/1961,,,
jonem002,"Jones","Marcus",07/17/2000,,,
jonem101,"Jones","Mike",08/01/1890,,,
jonem001,"Jones","Mike",09/06/1980,,,
jonem003,"Jones","Mitch",06/16/2009,,,
jonen001,"Jones","Nate",04/08/2012,,,
jonen101,"Jones","Nippy",06/09/1946,,,
joneo001,"Jones","Odell",09/11/1975,,,
joneo101,"Jones","Oscar",04/20/1903,,,
jonep101,"Jones","Percy",08/06/1920,,,
joner101,"Jones","Randy",06/16/1973,,,
joner103,"Jones","Red",04/16/1940,,,
joner901,"Jones","Red",,,,04/18/1944
jonej102,"Jones","Ri",08/13/1883,,,
joner102,"Jones","Rick",04/18/1976,,,
joner003,"Jones","Ricky",09/03/1986,,,
joner004,"Jones","Ron",08/26/1988,,,
joner001,"Jones","Ross",04/02/1984,,,
joner002,"Jones","Ruppert",08/01/1976,,,
joner005,"Jones","Ryder",06/24/2017,,,
jones104,"Jones","Sad Sam",06/13/1914,,,
jones105,"Jones","Sam",09/22/1951,,,
jones103,"Jones","Sheldon",09/09/1946,,,
jones102,"Jones","Sherman",08/02/1960,,,
jones001,"Jones","Stacy",07/30/1991,,,
jones101,"Jones","Steve",08/15/1967,,,
jonet004,"Jones","Terry",09/08/1996,,,
jonet102,"Jones","Tex",04/13/1911,,,
jonet002,"Jones","Tim",07/26/1988,,,
jonet101,"Jones","Timothy",09/04/1977,,,
jonet003,"Jones","Todd",07/07/1993,,,
jonet103,"Jones","Tom",08/25/1902,,,
jonet801,"Jones","Tommy",,,07/02/2004,
jonet001,"Jones","Tracy",04/07/1986,,,
jonew101,"Jones","Willie",09/10/1947,,,
joneu103,"Jones",,04/30/1885,,,
joned108,"Jones",,05/17/1882,,,
joneu102,"Jones",,07/14/1884,,,
jonnb101,"Jonnard","Bubber",10/01/1920,,04/16/1935,
jonnc101,"Jonnard","Claude",10/01/1921,,,
joose101,"Joost","Eddie",09/11/1936,4/13/1954,,
jordl901,"Jorda","Lou",,,,04/12/1927
jordb901,"Jordan","Bill",,,,09/17/1884
jordb001,"Jordan","Brian",04/08/1992,,,
jordb101,"Jordan","Buck",09/15/1927,,,
jordc101,"Jordan","Charlie",07/31/1896,,,
jordd101,"Jordan","Dutch",04/25/1903,,,
jordh901,"Jordan","Harold",,,,10/02/1984
jordh101,"Jordan","Harry",09/25/1894,,,
jordj101,"Jordan","Jimmy",04/20/1933,,,
jordk001,"Jordan","Kevin",08/08/1995,,,
jordm102,"Jordan","Mike",08/21/1890,,,
jordm101,"Jordan","Milt",04/16/1953,,,
jordn101,"Jordan","Niles",08/26/1951,,,
jordr002,"Jordan","Ricardo",06/23/1995,,,
jordr001,"Jordan","Ricky",07/17/1988,,,
jordr101,"Jordan","Rip",06/25/1912,,,
jords001,"Jordan","Scott",09/02/1988,,,
jords101,"Jordan","Slats",09/28/1901,,,
jordt001,"Jordan","Taylor",06/29/2013,,,
jordt101,"Jordan","Tim",08/10/1901,,,
jordt102,"Jordan","Tom",09/04/1944,,,
jorgf001,"Jorge","Felix",07/01/2017,,,
jorga101,"Jorgens","Arndt",04/26/1929,,,
jorgo101,"Jorgens","Orville",04/19/1935,,,
jorgm001,"Jorgensen","Mike",09/10/1968,6/16/1995,,
jorgp101,"Jorgensen","Pinky",09/14/1937,,,
jorgr001,"Jorgensen","Ryan",08/08/2005,,,
jorgs101,"Jorgensen","Spider",04/15/1947,,,
jorgt001,"Jorgensen","Terry",09/10/1989,,,
josef001,"Jose","Felix",09/02/1988,,,
joseu901,"Jose","Victor",,,,08/24/1889
josec002,"Joseph","Caleb",05/07/2014,,,
josec001,"Joseph","Corban",05/13/2013,,,
josed001,"Joseph","Donnie",07/11/2013,,,
josek001,"Joseph","Kevin",08/01/2002,,,
joser101,"Joseph","Rick",06/18/1964,,,
joset001,"Joseph","Tommy",05/13/2016,,,
josed101,"Josephson","Duane",09/15/1965,,,
joshv101,"Joshua","Von",09/02/1969,,03/31/1998,
jossa101,"Joss","Addie",04/26/1902,,,
jostm901,"Jost","Mike",,,,05/13/2004
jourt101,"Jourdan","Ted",09/18/1916,,,
jourj001,"Journell","Jimmy",06/29/2003,,,
joy-p101,"Joy","Pop",06/03/1884,,,
joycb101,"Joyce","Bill",04/19/1890,08/08/1896,,
joycb102,"Joyce","Bob",05/04/1939,,,
joycc901,"Joyce","C.E.",,,,09/19/1879
joycd101,"Joyce","Dick",09/03/1965,,,
joycu101,"Joyce","George",08/14/1886,,,
joycj901,"Joyce","Jim",,,,05/23/1987
joycm001,"Joyce","Matt",05/05/2008,,,
joycm101,"Joyce","Mike",07/02/1962,,,
joynw001,"Joyner","Wally",04/08/1986,,07/31/2007,
juddm001,"Judd","Mike",09/28/1997,,,
juddo101,"Judd","Oscar",04/16/1941,,,
juddr101,"Judd","Ralph",10/02/1927,,,
judef101,"Jude","Frank",07/09/1906,,,
judej001,"Juden","Jeff",09/15/1991,,,
judga001,"Judge","Aaron",08/13/2016,,,
judgj101,"Judge","Joe",09/20/1915,,04/17/1945,
judnw101,"Judnich","Wally",04/16/1940,,,
judsh101,"Judson","Howie",04/22/1948,,,
judyj001,"Judy","Josh",05/22/2011,,,
judyl101,"Judy","Lyle",09/17/1935,,,
juelr101,"Juelich","Red",05/30/1939,,,
julij901,"Julian","Joseph",,,,05/02/1878
julij001,"Julio","Jorge",04/26/2001,,,
jumog101,"Jumonville","George",09/13/1940,,,
jumph901,"Jumper","Howard",,,,05/17/1979
junge001,"Junge","Eric",09/11/2002,,,
jungk101,"Jungels","Ken",09/15/1937,,,
jungt001,"Jungmann","Taylor",06/09/2015,,,
junij001,"Junis","Jake",04/12/2017,,,
jurae001,"Jurak","Ed",06/30/1982,,,
jurem101,"Jurewicz","Mike",09/07/1965,,,
jurgb101,"Jurges","Billy",05/04/1931,7/4/1959,04/15/1947,
juria101,"Jurisich","Al",04/26/1944,,,
jurrj001,"Jurrjens","Jair",08/15/2007,,,
justj101,"Just","Joe",05/13/1944,,,
justd001,"Justice","David",05/24/1989,,,
justw101,"Justis","Walt",07/12/1905,,,
jutzs101,"Jutze","Skip",09/01/1972,,,
juulh102,"Juul","Herb",07/11/1911,,,
juulh101,"Juul","Herold",04/24/1914,,,
kaaik001,"Ka'aihue","Kila",09/04/2008,,,
kaatj101,"Kaat","Jim",08/02/1959,,08/24/1984,
kadij101,"Kading","Jack",09/12/1910,,,
kafoj101,"Kafora","Jake",10/05/1913,,,
kahdi101,"Kahdot","Ike",09/05/1922,,,
kahln101,"Kahl","Nick",05/02/1905,,,
kahlb101,"Kahle","Bob",04/21/1938,,,
kahlg101,"Kahler","George",08/13/1910,,,
kahnl801,"Kahn","Lou",,,04/13/1954,
kahno101,"Kahn","Owen",05/24/1930,,,
kahns901,"Kahn","S.L.",,,,06/24/1875
kahnt001,"Kahnle","Tommy",04/03/2014,,,
kahom101,"Kahoe","Mike",09/22/1895,,,07/13/1905
kaind101,"Kainer","Don",09/06/1980,,,
kaisa101,"Kaiser","Al",04/18/1911,,,
kaisb101,"Kaiser","Bob",09/03/1971,,,
kaisd101,"Kaiser","Don",07/20/1955,,,
kaisj001,"Kaiser","Jeff",04/11/1985,,,
kaisk901,"Kaiser","Ken",,,,04/06/1977
kaisg101,"Kaiserling","George",04/20/1914,,,
kalaj101,"Kalahan","John",09/29/1903,,,
kalbc101,"Kalbfus","Charlie",04/18/1884,,,
kalfb101,"Kalfass","Bill",09/15/1937,,,
kalif101,"Kalin","Frank",09/25/1940,,,
kalia101,"Kaline","Al",06/25/1953,,,
kalir001,"Kalish","Ryan",07/31/2010,,,
kallr101,"Kallio","Rudy",04/25/1918,,,
kamis001,"Kamieniecki","Scott",06/18/1991,,,
kammw101,"Kamm","Willie",04/18/1923,,,
kammb101,"Kammeyer","Bob",07/03/1978,,,
kampi101,"Kamp","Ike",09/16/1924,,,
kampa101,"Kampouris","Alex",07/31/1934,,,
kanef101,"Kane","Frank",09/13/1915,,,
kaneh101,"Kane","Harry",08/08/1902,,,
kanej101,"Kane","Jerry",05/02/1890,,,
kanej104,"Kane","Jim",04/21/1908,,,
kanej103,"Kane","John",04/11/1907,,,
kanej102,"Kane","John",09/03/1925,,,
kanes901,"Kane","Steve",,,,04/14/1909
kanet101,"Kane","Tom",08/03/1938,,,
kaner101,"Kanehl","Rod",04/15/1962,,,
kangj001,"Kang","Jung Ho",04/08/2015,,,
kante101,"Kantlehner","Erv",04/17/1914,,,
kapla901,"Kaplan","Al",,,,04/26/1995
kaplg001,"Kapler","Gabe",09/20/1998,,,
kapph101,"Kappel","Heinie",05/22/1887,,,
kappj101,"Kappel","Joe",05/26/1884,,,
karcm001,"Karchner","Matt",07/18/1995,,,
kardp101,"Kardow","Paul",07/01/1936,,,
karge101,"Karger","Ed",04/15/1906,,,09/02/1906
karkr001,"Karkovice","Ron",08/17/1986,,,
karla101,"Karl","Andy",04/24/1943,,,
karls001,"Karl","Scott",05/04/1995,,,
karlb101,"Karlon","Bill",04/28/1930,,,
karnb101,"Karns","Bill",08/14/1901,,,
karnn001,"Karns","Nathan",05/28/2013,,,
karnj001,"Karnuth","Jason",04/20/2001,,,
karom101,"Karow","Marty",06/21/1927,,,
karpr001,"Karp","Ryan",06/23/1995,,,
karph101,"Karpel","Herb",04/19/1946,,,
karrb101,"Karr","Benn",04/20/1920,,,
karre001,"Karros","Eric",09/01/1991,,,
karss001,"Karsay","Steve",08/17/1993,,,
karsj101,"Karst","John",10/06/1915,,,
karsj001,"Karstens","Jeff",08/22/2006,,,
kasht001,"Kashiwada","Takashi",05/01/1997,,,
kaske101,"Kasko","Eddie",04/18/1957,4/7/1970,,
katam001,"Kata","Matt",06/15/2003,,,
katoj101,"Katoll","Jack",09/09/1898,,,
kattr101,"Katt","Ray",09/16/1952,,04/10/1959,
katzb101,"Katz","Bob",05/12/1944,,,
katzt901,"Katzenmeier","Travis",,,,08/09/1999
kaufb101,"Kauff","Benny",04/20/1912,,,
kaufd101,"Kauffman","Dick",09/17/1914,,,
kaufc001,"Kaufman","Curt",09/10/1982,,,
kauft101,"Kaufmann","Tony",09/23/1921,,04/15/1947,
kavac101,"Kavanagh","Charlie",06/11/1914,,,
kaval101,"Kavanagh","Leo",04/22/1914,,,
kavam101,"Kavanagh","Marty",04/18/1914,,,
kavuj901,"Kavulich","Joe",,,,08/25/1978
kawak001,"Kawakami","Kenshin",04/11/2009,,,
kawam001,"Kawasaki","Munenori",04/07/2012,,,
kay-b101,"Kay","Bill",08/12/1907,,,
kayej001,"Kaye","Justin",05/09/2002,,,
kazae101,"Kazak","Eddie",09/29/1948,,,
kazat101,"Kazanski","Ted",06/25/1953,,04/08/1969,
kazms002,"Kazmar","Sean",08/13/2008,,,
kazms001,"Kazmir","Scott",08/23/2004,,,
keagg001,"Keagle","Greg",04/01/1996,,,
keals101,"Kealey","Steve",09/09/1968,,,
keanj801,"Keane","Johnny",,7/6/1961,04/10/1959,
kearb001,"Kearney","Bob",09/25/1979,,,
keara001,"Kearns","Austin",04/17/2002,,,
keart102,"Kearns","Teddy",10/01/1920,,,
keart101,"Kearns","Tom",08/26/1880,,,
keare101,"Kearse","Eddie",06/13/1942,,,
kease101,"Keas","Ed",08/25/1888,,,
keatb101,"Keating","Bob",08/27/1887,,,
keatc101,"Keating","Chick",09/26/1913,,,
keatr101,"Keating","Ray",09/12/1912,,,
keatg101,"Keatley","Greg",09/27/1981,,,
keckc101,"Keck","Cactus",05/26/1922,,,
keedp001,"Keedy","Pat",09/10/1985,,,
keefb101,"Keefe","Bobby",04/15/1907,,,
keefd101,"Keefe","Dave",04/21/1917,,04/15/1941,
keefg101,"Keefe","George",07/30/1886,,,
keefj101,"Keefe","John",04/28/1890,,,
keeft101,"Keefe","Tim",08/06/1880,,,07/21/1880
keegb101,"Keegan","Bob",05/24/1953,,,
keege101,"Keegan","Ed",08/24/1959,,,
keelw101,"Keeler","Willie",09/30/1892,,,08/25/1910
keelb102,"Keeley","Burt",04/18/1908,,,
keelb101,"Keely","Bob",07/25/1944,,04/15/1947,
keenb101,"Keen","Bill",08/08/1911,,,
keenv101,"Keen","Vic",08/13/1918,,,
keenk101,"Keenan","Jack",08/11/1891,,,
keenj104,"Keenan","Jim",05/17/1875,,,07/09/1887
keenj103,"Keenan","Jimmie",09/09/1920,,,
keenh101,"Keener","Harry",06/27/1896,,,
keenj101,"Keener","Jeff",06/08/1982,,,
keenj102,"Keener","Joe",09/18/1976,,,
keerg101,"Keerl","George",05/04/1875,,,05/30/1872
keesj101,"Keesey","Jim",09/06/1925,,,
keetr101,"Keeton","Rickey",05/27/1980,,,
kefff101,"Keffer","Frank",04/19/1890,,,
kehnc101,"Kehn","Chet",04/30/1942,,,
keifk101,"Keifer","Katsy",10/08/1914,,,
keisr001,"Keisler","Randy",09/10/2000,,,
keisb101,"Keister","Bill",05/20/1896,,,
keisw901,"Keister","Wayne",,,,08/25/1978
kekim101,"Kekich","Mike",06/09/1965,,,
kelak001,"Kela","Keone",04/07/2015,,,
kelbg101,"Kelb","George",04/17/1898,,,
kelim101,"Keliher","Mickey",09/10/1911,,,
kellg102,"Kell","George",09/28/1943,,,
kells102,"Kell","Skeeter",04/19/1952,,,
kelld101,"Kelleher","Duke",08/18/1916,,,
kellf103,"Kelleher","Frankie",07/18/1942,,,
kellh104,"Kelleher","Hal",09/17/1935,,,
kellj107,"Kelleher","John",07/31/1912,,,
kellm101,"Kelleher","Mick",09/01/1972,,04/08/1986,
kellc101,"Keller","Charlie",04/22/1939,,04/16/1957,
kelld801,"Keller","Dave",,,04/02/2001,
kellh103,"Keller","Hal",09/13/1949,,,
kellk002,"Keller","Kris",05/24/2002,,,
kellr101,"Keller","Ron",07/09/1966,,,
kellf102,"Kellert","Frank",04/18/1953,,,
kella101,"Kellett","Al",06/29/1923,,,
kellr104,"Kellett","Red",07/02/1934,,,
kelld102,"Kelley","Dick",04/15/1964,,,
kellh101,"Kelley","Harry",04/16/1925,,,
kellj902,"Kelley","J.P.",,,,06/06/1879
kellj106,"Kelley","Joe",07/27/1891,7/31/1902,04/13/1926,
kellk901,"Kelley","Kevin",,,,05/28/2001
kellm103,"Kelley","Mike",07/15/1899,,,
kells001,"Kelley","Shawn",04/10/2009,,,
kellt102,"Kelley","Tom",05/05/1964,,,
kellw901,"Kelley","W.W.",,,,07/14/1877
kellf101,"Kelliher","Frank",09/19/1919,,,
kella103,"Kellner","Alex",04/29/1948,,,
kellw101,"Kellner","Walt",09/06/1952,,,
kella102,"Kellogg","Al",09/25/1908,,,
kellb101,"Kellogg","Bill",04/14/1914,,,
kellj901,"Kellogg","Jeff",,,,06/12/1991
kelln101,"Kellogg","Nate",08/27/1885,,,
kellw102,"Kellum","Win",04/26/1901,,,06/04/1905
kellb105,"Kelly","Bill",05/04/1871,,,
kellb102,"Kelly","Bill",09/06/1920,,,
kellb104,"Kelly","Billy",05/02/1910,,,
kellb103,"Kelly","Bob",05/04/1951,,,
kellb001,"Kelly","Bryan",09/02/1986,,,
kellc002,"Kelly","Carson",09/05/2016,,,
kellc001,"Kelly","Casey",08/27/2012,,,
kellc102,"Kelly","Charlie",06/14/1883,,,
kelld001,"Kelly","Don",04/02/2007,,,
kelle101,"Kelly","Ed",04/14/1914,,,
kellg901,"Kelly","Gene",,,,05/03/1979
kellh102,"Kelly","Herb",09/21/1914,,,
kellg101,"Kelly","High Pockets",08/18/1915,,04/16/1935,
kellj105,"Kelly","Jim",04/24/1914,,,
kellj101,"Kelly","Joe",04/13/1926,,,
kellj102,"Kelly","Joe",04/14/1914,,,
kellj001,"Kelly","Joe",06/10/2012,,,
kellj104,"Kelly","John",04/11/1907,,,
kellj103,"Kelly","John",06/07/1879,,,10/02/1884
kellk001,"Kelly","Kenny",09/07/2000,,,
kellk102,"Kelly","Kick",05/01/1879,04/16/1887,,05/05/1882
kellk101,"Kelly","King",05/01/1878,04/29/1887,,09/14/1881
kellm001,"Kelly","Mike",04/05/1994,,,
kellm102,"Kelly","Mike",09/03/1926,,,
kellm801,"Kelly","Mike",,,04/17/1930,
kellp001,"Kelly","Pat",05/20/1991,,,
kellp102,"Kelly","Pat",05/28/1980,,07/03/2007,
kellp101,"Kelly","Pat",09/06/1967,,,
kellr103,"Kelly","Red",06/18/1910,,,
kellr102,"Kelly","Ren",09/18/1923,,,
kellb002,"Kelly","Roberto",07/29/1987,,03/31/2008,
kellr001,"Kelly","Ryan",06/30/2015,,,
kells101,"Kelly","Speed",07/13/1909,,,
kellt101,"Kelly","Tom",05/11/1975,9/12/1986,04/05/1983,
kellt901,"Kelly","Toss",,,,04/15/1905
kellt001,"Kelly","Ty",05/24/2016,,,
kellv101,"Kelly","Van",06/13/1969,,,
kelsb102,"Kelsey","Billy",10/04/1907,,,
kelsb101,"Kelso","Bill",07/31/1964,,,
keltk101,"Keltner","Ken",10/02/1937,,,
keltd001,"Kelton","David",06/08/2003,,,
keltj101,"Kelty","John",04/19/1890,,,
kemmb101,"Kemmer","Bill",06/03/1895,,,
kemmr101,"Kemmerer","Russ",06/27/1954,,,
kemmr102,"Kemmler","Rudy",07/26/1879,,,
kemnd101,"Kemner","Dutch",04/19/1929,,,
kempm001,"Kemp","Matt",05/28/2006,,,
kemps001,"Kemp","Steve",04/07/1977,,,
kempt001,"Kemp","Tony",05/17/2016,,,
kendf101,"Kendall","Fred",09/08/1969,,04/01/1996,
kendj001,"Kendall","Jason",04/01/1996,,,
kenda101,"Kenders","Al",08/14/1961,,,
kendh001,"Kendrick","Howie",04/26/2006,,,
kendk001,"Kendrick","Kyle",06/13/2007,,,
kenne103,"Kenna","Ed",05/05/1902,,,
kenne104,"Kenna","Eddie",06/02/1928,,,
kenna001,"Kennedy","Adam",08/21/1999,,,
kennb103,"Kennedy","Bill",04/26/1948,,,
kennb102,"Kennedy","Bill",05/01/1942,,,
kennb104,"Kennedy","Bob",09/14/1939,4/9/1963,04/15/1958,
kennb101,"Kennedy","Brickyard",04/26/1892,,,
kennc901,"Kennedy","Charles",,,,08/18/1904
kennd101,"Kennedy","Doc",05/01/1879,,,09/29/1884
kenne102,"Kennedy","Ed",05/01/1883,,,
kenne101,"Kennedy","Ed",05/17/1884,,,
kenni001,"Kennedy","Ian",09/01/2007,,,
kennj106,"Kennedy","Jim",06/14/1970,,,
kennj801,"Kennedy","Jim",,04/17/1890,,
kennj001,"Kennedy","Joe",06/06/2001,,,
kennj104,"Kennedy","John",04/22/1957,,,
kennj105,"Kennedy","John",09/05/1962,,,
kennj101,"Kennedy","Junior",08/09/1974,,,
kennk801,"Kennedy","Kevin",,4/5/1993,04/06/1992,
kennm101,"Kennedy","Monty",04/18/1946,,,
kennr101,"Kennedy","Ray",09/08/1916,,,
kenns101,"Kennedy","Snapper",05/01/1902,,,
